_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year,label
279396,18067,502589,live in concert,wiz khalifa & curren$y,2013,live in concert,goldfrapp/goldfrapp,2001,0
391345,22132,236520,things fall apart,the roots,1999,things fall apart,serafin (2)/serafin (2),2003,0
55202,20799,875907,no life for me,wavves x cloud nothings,2015,no life for me,cloud nothings/cloud nothings/wavves/wavves,2015,1
14829,13524,183372,my weakness is strong,patton oswalt,2009,my weakness is strong,patton oswalt/patton oswalt,2009,1
165314,14199,276466,cracked love & other drugs,unnatural helpers,2010,cracked love & other drugs,unnatural helpers/unnatural helpers,2010,1
225483,3577,6872,back to mine,groove armada,2010,back to mine,richard x/richard x,2004,0
444911,9415,295290,as tall as lions,as tall as lions,2006,as tall as lions,as tall as lions,2006,1
655108,18689,956635,free your mind,cut copy,2013,free your mind,the lounge/the lounge,2002,0
647280,3909,388052,quit +/or fight,holopaw,2005,quit +/or fight,holopaw/holopaw,2006,1
370913,21965,865589,thick as thieves,the temper trap,2016,thick as thieves,sorrey/sorrey,2015,0
660320,21885,1016511,for those of you who have never (and also those who have),huerco s.,2016,for those of you who have never (and also those who have),huerco s.,2016,1
459812,13766,488718,music for insomnia,lowell brams,2009,music for insomnia,lowell brams/lowell brams,2009,1
324279,7380,114484,with the tides,south,2003,with the tides,south/south,2003,1
87973,11894,184381,how low can you go?,various artists,2006,how low can you go?,aruba/aruba,2002,0
424658,20998,972348,evermore: the art of duality,the underachievers,2015,evermore: the art of duality,the underachievers (2),2015,1
325314,12688,303098,astral weeks live at the hollywood bowl,van morrison,2009,astral weeks live at the hollywood bowl,van morrison/van morrison,2009,1
495621,19493,761909,calypso: musical poetry in the caribbean 1955-69,various artists,2014,calypso: musical poetry in the caribbean 1955-69,various/various,2014,1
162226,22246,147942,open your eyes,dj earl,2016,open your eyes,escanor/escanor,2002,0
651295,15246,330000,who you are,jessie j,2011,who you are,jessie j/jessie j,2011,1
371313,4988,170193,the angela test,leaves,2005,the angela test,leaves/leaves,2005,1
407984,16755,451813,the tarnished gold,beachwood sparks,2012,the tarnished gold,beachwood sparks/beachwood sparks,2012,1
652472,3577,30210,back to mine,groove armada,2010,back to mine,pet shop boys/pet shop boys,2005,0
329300,10783,464971,live from austin tx,david byrne,2007,live from austin tx,waylon jennings/waylon jennings,2006,0
383080,40,875903,rock n roll,ryan adams,2003,rock n roll,buckcherry,2015,0
409924,17621,523962,clash the truth,beach fossils,2013,clash the truth,beach fossils/beach fossils,2013,1
637778,1205,38810,a temporary dive,ane brun,2006,a temporary dive,ane brun,2005,1
433263,18020,550353,the last spire,cathedral,2013,the last spire,cathedral/cathedral,2013,1
433680,4014,1141672,the ultimate collection,billie holiday,2005,the ultimate collection,mario lanza/mario lanza,1999,0
204579,19373,690530,symmetry in black,crowbar,2014,symmetry in black,crowbar (2)/crowbar (2),2014,1
436880,5083,1014314,lost in space,aimee mann,2002,lost in space,pete bassman/pete bassman,2016,0
541608,21172,929702,all we need,raury,2015,all we need,raury/raury,2015,1
266354,8775,156191,treddin' on thin ice,wiley,2004,treddin' on thin ice,wiley (2)/wiley (2),2004,1
606116,199,227101,designing a nervous breakdown,the anniversary,2000,designing a nervous breakdown,the anniversary/the anniversary,2000,1
21913,10097,26380,make another world,idlewild,2007,make another world,idlewild,2007,1
50370,15067,517110,100 records volume ii: i miss the jams,sonny smith,2011,100 records volume ii: i miss the jams,sonny smith/sonny smith,2010,1
41831,17148,889602,food & liquor ii: the great american rap album pt. 1,lupe fiasco,2012,food & liquor ii: the great american rap album pt. 1,lupe fiasco,2012,1
166749,3446,53878,out of season,"beth gibbons, rustin man",2002,out of season,beth gibbons & rustin man,2002,1
392690,15233,326492,share the joy,vivian girls,2011,share the joy,vivian girls/vivian girls,2011,1
437221,12443,602449,the bbc sessions,belle and sebastian,2008,the bbc sessions,electric light orchestra/electric light orchestra,1999,0
563586,18275,574711,the big dream,david lynch,2013,the big dream,david lynch/david lynch,2013,1
109839,19917,378321,la isla bonita,deerhoof,2014,la isla bonita,corrine (3)/corrine (3),1999,0
598421,9216,590214,shapes and sizes,shapes and sizes,2006,shapes and sizes,shapes and sizes/shapes and sizes,2006,1
296218,12277,6623,murs for president,murs,2008,murs for president,murs,2008,1
503507,18616,687690,black moon white sun,black devil disco club,2013,black moon white sun,black devil/black devil,2013,1
681611,5523,186492,welcome to the north,the music,2004,welcome to the north,the music,2004,1
461177,1520,83783,come here when you sleepwalk,clue to kalo,2003,come here when you sleepwalk,clue to kalo/clue to kalo,2003,1
80028,22053,323662,tonight's the night,neil young,1975,tonight's the night,jasmin lopez/jasmin lopez/the merciless r.n.s./the merciless r.n.s.,2001,0
24734,4115,90648,the black ep,interpol,2003,the black ep,interpol/interpol,2003,1
136931,16527,431673,"love is the plan, the plan is death",james blackshaw,2012,"love is the plan, the plan is death",james blackshaw/james blackshaw,2012,1
650508,17405,509665,light up gold,parquet courts,2012,light up gold,parquet courts/parquet courts,2012,1
399748,18744,663709,within the walls,bloodyminded,2013,within the walls,bloodyminded/bloodyminded,2013,1
280842,8008,196053,bob dinners and larry noodles present tubby turdner's celebrity avalanche,thinking fellers union local 282,2001,bob dinners and larry noodles present tubby turdner's celebrity avalanche,thinking fellers union local 282/thinking fellers union local 282,2001,1
113146,6920,154339,descended like vultures,rogue wave,2005,descended like vultures,rogue wave/rogue wave,2005,1
453209,11164,200841,the last post,carbon/silicon,2007,the last post,carbon/silicon/carbon/silicon,2007,1
110463,7620,282716,cup of sand,superchunk,2003,cup of sand,superchunk/superchunk,2003,1
644170,15760,362022,through donkey jaw,amen dunes,2011,through donkey jaw,amen dunes/amen dunes,2011,1
272006,15243,322079,you stand uncertain,faltydl,2011,you stand uncertain,faltydl/faltydl,2011,1
619099,13158,365055,i love you,amanda blank,2009,i love you,i am finn/i am finn/klaas/klaas,2006,0
594490,22179,1048589,"no beer, no dad",blowout,2016,"no beer, no dad",blowout (3),2016,1
292398,18689,343231,free your mind,cut copy,2013,free your mind,chico del mar/chico del mar,2006,0
582674,15211,320707,several shades of why,j mascis,2011,several shades of why,j mascis/j mascis,2011,1
404511,12110,214259,oceans will rise,the stills,2008,oceans will rise,the stills,2008,1
20107,10555,114447,under the blacklight,rilo kiley,2007,under the blacklight,rilo kiley,2007,1
61197,5171,555857,the departing of a dream,loren connors,2002,the departing of a dream,loren mazzacane connors/loren mazzacane connors,2002,1
293083,5544,147595,it's always 1999,mindflayer,2004,it's always 1999,mindflayer/mindflayer,2001,1
185964,13158,330534,i love you,amanda blank,2009,i love you,ben esser/ben esser,2008,0
532731,770,508117,"sincerely, black lipstick",black lipstick,2005,"sincerely, black lipstick",black lipstick/black lipstick,2005,1
526072,13920,226924,soldier of love,sade,2010,soldier of love,sade/sade,2010,1
513661,20011,754098,i'm just like you: sly's stone flower 1969-70,various artists,2014,i'm just like you: sly's stone flower 1969-70,sly stone/sly stone,2014,0
122948,13809,184304,by the throat,ben frost,2009,by the throat,eyedea & abilities/eyedea & abilities,2009,0
562973,22092,814544,live at third man records,scharpling & wurster,2016,live at third man records,parquet courts/parquet courts,2015,0
587454,3293,272470,small town murder scene,fembots,2004,small town murder scene,fembots/fembots,2002,1
88580,12894,186866,how to get to heaven from scotland,aidan moffat & the best-ofs,2009,how to get to heaven from scotland,aidan moffat/aidan moffat/the best-ofs/the best-ofs,2009,1
630730,7419,30282,let it come down,spiritualized,2001,let it come down,spiritualized/spiritualized,2001,1
539103,17313,342292,people get ready,people get ready,2012,people get ready,dj max (8)/dj max (8)/hellen/hellen,2002,0
508745,13136,365787,these four walls,we were promised jetpacks,2009,these four walls,shawn colvin/shawn colvin,2006,0
249254,9158,741700,out of cold storage,this heat,2006,out of cold storage,this heat/this heat,2006,1
245333,5059,986217,face the truth,stephen malkmus and the jicks,2005,face the truth,alinka (2)/alinka (2)/shaun j. wright/shaun j. wright,2016,0
367228,12001,227110,because her beauty is raw and wild,jonathan richman,2008,because her beauty is raw and wild,jonathan richman/jonathan richman,2008,1
145656,6033,403581,the blue album,orbital,2004,the blue album,valensia,2002,0
34613,12207,402223,the family afloat,bound stems,2008,the family afloat,bound stems/bound stems,2008,1
516487,7759,941649,one thousand bird ceremony,the skygreen leopards,2004,one thousand bird ceremony,the skygreen leopards/the skygreen leopards,2004,1
547764,19422,1098408,making the saint,chris schlarb,2014,making the saint,chris schlarb,2014,1
218138,1503,263297,end of love,clem snide,2005,end of love,clem snide/clem snide,2005,1
579978,5709,717053,the lost tapes,nas,2002,the lost tapes,vic pitts cheaters/vic pitts cheaters,2014,0
183419,16320,461892,audience of one,oren ambarchi,2012,audience of one,oren ambarchi/oren ambarchi,2012,1
410,3185,332645,thinking of you,freakwater,2005,thinking of you,supereva/supereva,2000,0
462376,3765,859917,made in china,juliana hatfield,2005,made in china,mňága a žďorp/mňága a žďorp,2014,0
411927,9154,108071,brightblack morning light,brightblack morning light,2006,brightblack morning light,brightblack morning light/brightblack morning light,2006,1
252849,18914,649819,after the disco,broken bells,2014,after the disco,broken bells (2),2014,1
482508,11114,142310,the company of wolves,hi-fidel and dj crucial,2007,the company of wolves,hi-fidel and dj crucial/hi-fidel and dj crucial,2007,1
584466,145,250860,getting into sinking,am/fm,2001,getting into sinking,am/fm/am/fm,2001,1
98003,5453,104295,the coroner's gambit,the mountain goats,2000,the coroner's gambit,the mountain goats/the mountain goats,2000,1
388010,16267,1104249,year of the tiger,fucked up,2012,year of the tiger,fucked up/fucked up,2012,1
275141,12850,516025,the love language,the love language,2009,the love language,the love language,2009,1
387922,1000,639077,dents and shells,richard buckner,2004,dents and shells,richard buckner/richard buckner,2004,1
401834,12491,58845,tv loves you back,restiform bodies,2008,tv loves you back,restiform bodies/restiform bodies,2008,1
104178,14685,333887,the game of monogamy,tim kasher,2010,the game of monogamy,tim kasher,2010,1
291598,4983,301038,the push pull,david last,2005,the push pull,david last/david last,2005,1
554888,8983,242310,one night in bangkok,dj shadow,2005,one night in bangkok,erazor/erazor,2002,0
184935,13616,54172,waiting for you,king midas sound,2009,waiting for you,bent/bent,2007,0
135635,11371,1141785,you are here,south,2008,you are here,field mouse/field mouse,2010,0
324402,18695,624032,don't tell the driver,mick turner,2013,don't tell the driver,mick turner/mick turner,2013,1
482516,8983,31469,one night in bangkok,dj shadow,2005,one night in bangkok,vinylshakerz/vinylshakerz,2005,0
288381,10609,84457,map of africa,map of africa,2007,map of africa,map of africa/map of africa,2007,1
301886,9828,46920,there's no 666 in outer space,hella,2007,there's no 666 in outer space,hella/hella,2007,1
594023,5668,304608,the very best of,men's recovery project,2005,the very best of,jackson browne,2004,0
493680,3527,32856,spanish dance troupe,gorky's zygotic mynci,1999,spanish dance troupe,gorky's zygotic mynci/gorky's zygotic mynci,1999,1
105989,7785,576647,of natural history,sleepytime gorilla museum,2004,of natural history,sleepytime gorilla museum,2004,1
134932,7592,72752,age of the sun,the sunshine fix,2002,age of the sun,sunshine fix/sunshine fix,2002,1
637231,2557,135711,faded seaside glamour,delays,2004,faded seaside glamour,delays,2004,1
422499,7766,48440,"oh, my girl",jesse sykes & the sweet hereafter,2004,"oh, my girl",jesse sykes & the sweet hereafter/jesse sykes & the sweet hereafter,2004,1
476990,18689,698501,free your mind,cut copy,2013,free your mind,en vogue/en vogue/sub7even/sub7even,2002,0
232896,15695,608849,last night on earth,elysian fields,2011,last night on earth,lee ranaldo and the dust/lee ranaldo and the dust,2013,0
587580,12630,234256,leave it all behind,the foreign exchange,2008,leave it all behind,josie (4)/josie (4)/masoud/masoud,2009,0
469012,1033,18977,fear of a black tangent,busdriver,2005,fear of a black tangent,busdriver/busdriver,2005,1
89250,16945,481374,feed me diamonds,mndr,2012,feed me diamonds,mndr/mndr,2012,1
81037,21013,246694,eyes of love,the edge of daybreak,1979/2015,eyes of love,future pilot a.k.a./future pilot a.k.a.,2006,0
628938,19457,684515,promulgation of the fall,dead congregation,2014,promulgation of the fall,dead congregation/dead congregation,2014,1
